256,magazine/256.jpg,인플루언서 칼럼,"화창한 날씨에 마음이 설레는 계절, 신규 업장과 업계 소식: 뉴테이스트⑪ by 김혜준 푸드 콘텐츠 디렉터","위스키 크루아상으로 인기 급상승한 용산 언덕 위의 작은 빵집 락희, 또 다른 테마와 콘셉트로 새단장 한 조선팰리스의 이타닉 가든. 싱가포르의 치킨 라이스를 좋아하는 사람들을 열광시킨 원디그리노스에서의 메뉴들과 마일로 한잔, 그리고 갤러리아 고메494에 새롭게 자리를 잡은 이치에 to go"
255,magazine/255.jpg,뉴스,"아시아 50 베스트 레스토랑 2022, 한국의 정관 스님이 아이콘 어워드에 선정",아시아 최고의 레스토랑 50곳을 선정하는                       의 ‘아이콘 어워드’ 수상자로 한국의 정관 스님이 선정되었습니다.
254,magazine/254.jpg,레스토랑 & 카페,"여행의 추억⑦: 자연과 문명, 그리고 맛의 탐험, 중남미편","거대한 자연과 문명, 그리고 정열이 있는 중남미의 맛과 낭만에 빠질 수 있는 레스토랑 6곳을 소개합니다."
253,magazine/253.jpg,인플루언서 칼럼,커피 산업 복귀를 알리는 2월의 스페셜티 커피 업계 소식: 커피 트렌드③ by. 심재범,"이번 명절 연휴에는 많은 스페셜티 커피 업체들이 영업을 재개하여, 커피 산업이 조금씩 이전의 모습으로 복귀를 준비 중이다."
251,magazine/251.jpg,인플루언서 칼럼,유학파의 귀환 : 주당클럽의 미식플렉스 ③,"새해에는우연히 유학파 셰프의 업장을 많이 다녔더라. 유학을 하고 왔다고 해서 반드시 더 잘한다고 단정지을 수는 없지만, 확실히 다양한 경험과 스펙트럼이 주는 복잡 미묘한 차이는 분명 존재한다고 생각한다."
250,magazine/250.jpg,인플루언서 칼럼,화사한 봄을 그리워하는 마음을 담은 2월의 신규 업장: 뉴테이스트⑩ by 김혜준 푸드 콘텐츠 디렉터,"맛있는 쉼표와 느낌표를 일상에 더할 수 있는 2월의 뉴테이스트로, 강민철 레스토랑, 밀레볼레, 바캉스 프로젝트, 씨와이 파티세리를 소개한다."
249,magazine/249.jpg,레스토랑 & 카페,전국의 신흥 평양냉면 강자,평양냉면을 찾는 이들이 꾸준히 늘어나고 있는데요. 전국 각 지역에도 새롭게 떠오르는 평양냉면 전문점들이 등장했답니다.
248,magazine/248.jpg,레스토랑 & 카페,"고기 러버의 또다른 선택, 스모크 바비큐",장시간 천천히 훈연해 풍부한 육향과 육질을 맛볼 수 있는  바비큐의 참맛을 즐겨보세요. 스모크 바비큐를 만날 수 있는 바비큐 전문점 5곳을 소개합니다.
247,magazine/247.jpg,인플루언서 칼럼,2022년 새해를 여는 1월의 스페셜티 커피 업계 소식: 커피 트렌드② by 심재범,2022년 새해에는 커피 업계에 굵직한 소식이 많다. 1월의 스페셜티 커피 업계와 새로운 시작을 하는 매장들을 살펴보려고 한다.
246,magazine/246.jpg,공지사항,"블루리본서베이 x 마이리틀셰프, ‘블루리본 한정판 패키지’ 이벤트",블루리본서베이가 1월 25일부터 3월 6일까지 총 6주간 그램퍼스의 요리 시뮬레이션 게임인 ‘마이리틀셰프’와 제휴 이벤트를 펼칩니다.
245,magazine/245.jpg,인플루언서 칼럼,2022년을 힘차게 시작하는 1월의 신규 업장: 뉴테이스트 ⑨ by 김혜준 푸드 콘텐츠 디렉터,"매달 새로운 맛을 찾아 고군분투하지만, 맛에 대한 진정한 고민이 담겨 있는 각양각색 개성이 돋보이는 업장들을 찾았다."
244,magazine/244.jpg,인플루언서 칼럼,J 키친을 아십니까 : 주당클럽의 미식플렉스 ②,모 대기업 총수께서 직접 요리하는 J 키친. 이분은 미식가로도 유명하고 요리를 취미 삼아 스트레스를 푸는 수단으로 잘 이용하는 것으로도 유명하다.
243,magazine/243.jpg,레스토랑 & 카페,서울의 에스프레소 바 열풍,"새롭게 문을 연 에스프레소 바들이 주목받고 있는데요. 스탠딩 바에서 커피의 본질을 즐기는 에스프레소의 매력, 궁금하지 않으신가요?"
242,magazine/242.jpg,인플루언서 칼럼,돼지고기의 뉴 웨이브: 주당클럽의 미식플렉스 ①,"고기에도 여러 종류가 있지만, 요즘 특히 유행하는 돼지고기에 대해 한번 이야기를 해보려 한다. 약 10여 년 전 모 식당에서 숙성을 외치며 유행하기 시작한 고깃집의 대세론이 확장되며 소고기는 물론 돼지 전문점의 형태도 다양하게 진화하고 있다."
241,magazine/241.jpg,레스토랑 & 카페,"로컬 푸드의 물결, 자연주의 레스토랑","최근에는 우리나라에서도 로컬 푸드를 지향하는 자연주의 레스토랑을 볼 수 있게 되었습니다.  환경을 보호하고, 몸과 마음이 힐링되는 건강한 음식과 만나보는 건 어떨까요?"
240,magazine/240.jpg,레스토랑 & 카페,"뜨끈하게 즐기는 국물, 주목할 만한 신흥 탕(湯) 전문점",차가운 바람이 불어오는 겨울이에요. 이렇게 추운 날엔 뜨끈뜨끈한 국물이 생각나죠.  탕 한 그릇으로 속을 든든하게 채워줄 신흥 탕 전문점 6곳을 소개합니다.
239,magazine/239.jpg,인플루언서 칼럼,12월 신규 커피 매장과 스페셜티 커피 업계 소식: 커피 트렌드① by. 심재범,스페셜티 커피가 대중화된 문화로 바람이 불고 있다. 지금은 차별화된 로스팅과 블렌딩 방법으로 각각 개성 있는 커피를 선보이는 시대다.
238,magazine/238.jpg,레스토랑 & 카페,평양냉면 계 신흥 강자,평양냉면이 겨울 제철 음식이라는 사실 알고 계시나요? 다양한 연령층의 입맛을 사로잡은 신흥 평양냉면 전문점을 소개해 드릴게요~
237,magazine/237.jpg,인플루언서 칼럼,겨울의 맛과 온기를 찾아 나서는 12월의 신규 업장: 뉴테이스트⑧ by 김혜준 푸드 콘텐츠 디렉터,겨울의 맛을 찾아 다양한 12월의 신규 업장에서 뉴테이스트를 즐겨 보자.
236,magazine/236.jpg,레스토랑 & 카페,"용산 핫플레이스, 고깃집 로드",트렌디한 스타일의 고깃집이 곳곳에 자리 잡고 있는데요. 줄 서서 먹을 만큼 꾸준히 주목받고 있는 고깃집들이 있답니다.
235,magazine/235.jpg,뉴스,<라 리스트 2022> 월드 TOP 1000 레스토랑 발표,매년 세계 최고의 레스토랑 1000곳을 선정하는 <라 리스트 LA LISTE>가 11월 29일 세계 랭킹 TOP 1000 레스토랑을 발표했다.
234,magazine/234.jpg,레스토랑 & 카페,와인바에서 즐기는 다이닝,"깊어가는 가을 저녁, 소중한 사람과 분위기 있게 즐기는 와인 한 잔이 생각나는 계절입니다.  다이닝이 가능한 와인바, 다섯 곳을 소개합니다."
233,magazine/233.jpg,인플루언서 칼럼,<2021 서울 카페쇼>를 통해 바라본 향후 커피 업계의 전망,매년 11월 코엑스에서 열리는 서울 카페쇼가 드디어 20주년을 맞이했다.  2021년 카페쇼에 참여한 커피 전문 업체들을 살펴보고 향후 커피 업계의 방향 및 전망을 예측해 보고자 한다.
232,magazine/232.jpg,레스토랑 & 카페,"따뜻하게  즐기는  별미, 정통 일본식 스키야키",차가운 바람이 불어오는 계절이 다가왔네요. 이번에는 따뜻하게 몸을 데워줄 별미 음식으로 정통 일본식 스키야키를 맛있게 즐길 수 있는 스키야키 맛집 다섯 곳을 소개합니다
231,magazine/231.jpg,레스토랑 & 카페,"영원한 작은 사치, 프렌치 디저트",눈부터 즐거워지는 아름다운 자태의 프렌치 디저트의 매력에 빠져보아요~
230,magazine/230.jpg,인플루언서 칼럼,깊어가는 가을의 정취를 느낄 수 있는 11월의 신규 업장: 뉴테이스트⑦ by 김혜준 푸드 콘텐츠 디렉터,"찬바람이 불면서 계절이 바뀐다.  이 어려운 새로 시기에 선보이는 프로젝트의 무거운 중압감과 우려를 날려버릴 수 있도록  많은 관심과 애정으로 채워 줄 수 있기를 바라며, 11월의 신규 업장 네 곳을 소개한다."
229,magazine/229.jpg,레스토랑 & 카페,2022년 서울의 주목할 만한 새 맛집: ④중식당,나날이 발전하는 서울의 미식 문화 속에서 다채로운 중식 요리를 즐겨보세요~
228,magazine/228.jpg,레스토랑 & 카페,2022년 서울의 주목할 만한 새 맛집: ③이탈리안 레스토랑,"도심 속에서 이탈리아의 맛을 즐길 수 있는, 2022년 서울의 주목할 만한 레스토랑 4곳을 만나보세요!"
227,magazine/227.jpg,레스토랑 & 카페,2022년 서울의 주목할 만한 새 맛집: ② 캐주얼 다이닝 레스토랑,2022년에 주목할 만한 고급스럽고 수준 높은 캐주얼 다이닝 레스토랑을  네 곳을 소개합니다.
226,magazine/226.jpg,레스토랑 & 카페,2022년 서울의 주목할 만한 새 맛집: ① 파인 다이닝 레스토랑,"미식가들의 오감을 즐겁게 해줄, 2022년 주목할 만한 서울의 파인 다이닝 레스토랑을 만나보세요!"
224,magazine/224.jpg,레스토랑 & 카페,2022년 서울 최고의 맛집: ② 전년도에 이어 블루리본 세 개를 유지한 맛집,전년도에 이어 서울에서 그분야 최고의 맛집으로 자리를 지킨 리본 세 개  레스토랑을 소개합니다.
225,magazine/225.jpg,공지사항,<서울의 맛집 2022> 서평단을 모집합니다!,"블루리본서베이의 맛집 안내서 <서울의 맛집 2022>이 출간되었습니다. 독자 여러분의 평가에 따라 선정된 1,578개의 서울 맛집을 책 한 권에서 만나보실 수 있습니다."
223,magazine/223.jpg,레스토랑 & 카페,2022년 서울 최고의 맛집: ① 새로 선정된 블루리본 세 개 맛집,"올해 새롭게 리본 세 개를 받은 2022년 서울 최고의 맛집 세 곳을 소개합니다. 컨템포러리 프렌치  라망시크레, 컨템포러리 프렌치  무오키,  한우 오마카세 본앤브레본드입니다."
221,magazine/221.jpg,인플루언서 칼럼,소중한 이와 함께하기 좋은 10월의 새로운 업장: 뉴테이스트  ⑥ by 김혜준 푸드 콘텐츠 디렉터,"묵직한 맛을 가진 음식들로 심신을 추스르며,  소중한 이를 떠올리게 하는 순간순간으로 남을 수 있으면 좋겠다."
222,magazine/222.jpg,블루리본 소식,<블루리본서베이: 서울의 맛집 2022> 출간,최고의 권위를 인정받고 있는 우리나라 최초의 맛집 평가서 <블루리본서베이>가 2021년 10월 <서울의 맛집 2022>을 출간했다. 올해는 총 38개 맛집이 리본 세 개를 받아 서울 최고의 맛집으로 선정되었다.
220,magazine/220.jpg,인플루언서 칼럼,가을의 선선한 바람과 함께 찾아온 9월의 신규 업장: 뉴테이스트⑤ by 김혜준 푸드 콘텐츠 디렉터,"차분한 바람이 불어오는 가을,   탄탄한 콘텐츠를 새로운 시작을 준비하는 곳들을 눈여겨 보자."
219,magazine/219.jpg,인플루언서 칼럼,개성 넘치는 8월의 핫플레이스: 뉴테이스트④ by 김혜준 푸드 콘텐츠 디렉터,"무더운 8월에도 뉴테이스트 맛집들이 선보이고 있다. 개성 넘치는 슬로건과 디자인, 브랜딩의 아이덴티티를 보여주는 방법도 다양하다."
218,magazine/218.jpg,레스토랑 & 카페,제주도로 떠나는 휴양지 카페,제주도에 이국적인 분위기를 풍기는 대형 카페가 곳곳에 있는데요. 휴양지에 온 듯한 느낌을 주어 추억 쌓기도 좋답니다~
217,magazine/217.jpg,레스토랑 & 카페,여행의 추억⑥: 휴양지의 식탁 - 태국편,"무더운 여름, 동남아 휴양지를 떠올리면서 지친 심신을 달래주고 입맛을 돋우는 태국의 식탁을 만나보면 어떨까요?"
216,magazine/216.jpg,레스토랑 & 카페,기장에서 즐기는 탁 트인 오션뷰,"부산의 동쪽 끝에 자리 잡은 기장군은 떠오르고 있는 핫플레이스로, 스타일리시한 호텔과 미식 인프라가 많이 생겨나고 있는 곳이에요. 요즘에는 부산 여행으로 기장군이 더 매력적이랍니다~"
215,magazine/215.jpg,공지사항,서평단을 모집합니다. <대한민국 베스트셀러 여행지+전국 맛집 318>,"다가오는 여름 휴가철, 전국 방방곡곡 여행 계획 세우고 있으신 분들을 위한 여행 가이드북  <대한민국 베스트셀러 여행지+전국 맛집 318> 서평단에 많은 지원 바랍니다~"
214,magazine/214.jpg,인플루언서 칼럼,여름의 맛을 만끽할 수 있는 7월의 신규 업장: 뉴테이스트③ by 김혜준 푸드 콘텐츠 디렉터,7월에 소개하는 신규 업장에서 이 계절에 놓쳐서는 안되는 여름의 맛을 만나보자.
213,magazine/213.jpg,레스토랑 & 카페,여행의 추억⑤: 파스타의 본고장 – 이탈리아편,이탈리아의 아름다운 추억을 기억하면서 파스타를 즐길 수 있는 파스타 전문 맛집 7곳을 소개합니다.
212,magazine/212.jpg,뉴스,뮤지컬 <마리 앙투아네트>와 함께 하는 오감 자극 ‘고메 페스타’,오는 7월 13일 개막을 앞둔 뮤지컬 <마리 앙투아네트>가 서울 시내 유명 프렌치 레스토랑 및 디저트 샵과 함께 ‘고메 페스타’ 콜라보를 진행하며 ‘오감’을 자극하는 색다른 경험을 선사한다.
210,magazine/210.jpg,레스토랑 & 카페,"서해안의 명물, 꽃게장 맛집",볼거리와 먹을거리가 많은 서해안으로 떠나보세요! 꽃게장으로 유명한 맛집이 곳곳에 있답니다.
211,magazine/211.jpg,블루리본 소식,<대한민국 베스트셀러 여행지 + 전국 맛집 318> 출간,"전국 지역별 대표 여행지 1,475곳과 전국 맛집 318곳을 정리한 여행 가이드북 <대한민국 베스트셀러 여행지 + 전국 맛집 318>이 출간되었다.이 책은 맛집 가이드북 <블루리본서베이>에서 발간한 여행 가이드북 시리즈 <블루리본트래블>의 첫 번째 기획물로, 2012년 7월 출간된 <대한민국 베스트셀러 여행지 841 + 전국 맛집 140>의 2차 개정판이다."
209,magazine/209.jpg,인플루언서 칼럼,세계 여행을 테마로 소개하는 6월의 새로운 힙플레이스: 뉴테이스트② by 김혜준 푸드 콘텐츠 디렉터,‘먹어서 세계속으로’ 라는 광고 문구처럼 음식으로 즐기는 세계 여행을 테마로 6월의 새로운 힙플레이스를 소개하고자 한다.
208,magazine/208.jpg,레스토랑 & 카페,"여행의 추억④: 힐링의 시간 – 호주, 뉴질랜드편",블루리본서베이가 바쁜 일상 속 힐링의 시간을 선사할 호주식 브런치 카페 다섯 곳을 소개합니다.
207,magazine/207.jpg,레스토랑 & 카페,"한상 가득한 산해진미, 전라도 한정식","맛도 좋고 담음새도 좋은 산해진미 푸짐한 전라도 한정식, 블루리본 서베이가 추천해드립니다."
206,magazine/206.jpg,인플루언서 칼럼,우리의 일상을 멋스럽게 만들어 줄 새로운 맛집: 뉴 테이스트 ① by 김혜준 푸드 콘텐츠 디렉터,재빠르게 변화하는 외식업계의 흐름 속에서도 깊이 있게 준비해 우리의 일상을 더욱 풍요롭게 만들어 줄 새로 오픈한 곳들을 소개하고자 한다.
205,magazine/205.jpg,레스토랑 & 카페,전국의 역사 깊은 빵지 순례,전국의 유명한 빵집을 찾고 있으신가요?
204,magazine/204.jpg,레스토랑 & 카페,여행의 추억: ③ 미식의 성지 - 스페인편,여행의 추억 세 번째 나라는 스페인입니다.  여행의 향수를 달래줄 서울에 있는 스페인 타파스 맛집 다섯  곳을소개합니다.
203,magazine/203.jpg,레스토랑 & 카페,"강원도 여행의 백미, 막국수",리본 두 개를 받은 강원도 막국수 전문점을 추천해 드립니다.
202,magazine/202.jpg,레스토랑 & 카페,여행의 추억: ② 아메리칸 스타일 - 미국편,블루리본서베이가 미국 여행의 향수를 달래줄 아메리칸 스타일 레스토랑 다섯 곳을 소개합니다.
201,magazine/201.jpg,레스토랑 & 카페,도심에서 벗어난 숲속의 카페,바쁘던 도심 속을 벗어나 잠시 숲길을 거닐면서 자연을 느껴보는 건 어떠신가요?
200,magazine/200.jpg,공지사항,<블루리본서베이: 전국의 맛집 2021>  서평단을 모집합니다!,"전국 맛집 안내서 <전국의 맛집 2021>에서 3만여 명의 독자 평가로 선정된 3,556개의 전국 맛집을  만나보실 수 있습니다.<전국의 맛집 2021> 서평단에 많은 지원 바랍니다."
199,magazine/199.jpg,블루리본 소식,<블루리본서베이: 전국의 맛집 2021> 출간,"우리나라 최초의 맛집 평가서 블루리본서베이가 올해도 <전국의 맛집 2021년> 판을 선보인다.  2005년부터 발행된 블루리본서베이는  3만 명이 넘는 독자들의 평가를 바탕으로, 서울을 제외한 전국의 수준 있는 맛집을 지역별로 소개하고 있다."
198,magazine/198.jpg,레스토랑 & 카페,여행의 추억: ① 미식의 천국 - 프랑스편,블루리본서베이가 여행의 향수를 달래줄 현지 감성의 프렌치 레스토랑 네 곳을 소개해 드립니다.
197,magazine/197.jpg,블루리본 소식,블루리본 추천 맛집을 쿠팡이츠에서 만나보세요!,우리나라 최초의 맛집 가이드 블루리본서베이가 쿠팡이츠에서 우리 동네 블루리본 맛집을  소개해 드립니다.
196,magazine/196.jpg,공지사항,‘윤숙자의 손맛’ <고조리서로 배우는 한식 클래스 1기> 신청자 모집,‘윤숙자의 손맛’이 <고조리서로 배우는 한식 클래스 1기> 무료강좌에 참여할 인플루언서를 모집합니다.
195,magazine/195.jpg,레스토랑 & 카페,서울의 만둣국 맛집,"매서운 겨울 바람이 불어올 때면 생각나는 따끈뜨끈한 우리의 음식, 만둣국이 있습니다. 블루리본서베이 <서울의 맛집 2021>이 추운 겨울에 즐길만한 맛있는 만둣국 맛집을 추천해 드립니다."
194,magazine/194.jpg,레스토랑 & 카페,서울을 대표하는 스페셜티 커피 전문점,<서울의 맛집 2021>에 실린 서울을 대표하는 스페셜티 커피 전문점을 소개합니다. 거대한 커피 시장 속에서도 차별화된 커피의 맛과 서비스로 고객의 사랑을 받고 있는 곳들입니다.
190,magazine/190.jpg,레스토랑 & 카페,2021년 서울의 주목할 만한 새 맛집 – 3편: 캐주얼 맛집,지난 1년간 오픈과 동시에 화제가 되었던  주목할 만한 캐주얼 맛집을  소개합니다!
193,magazine/193.jpg,인플루언서 칼럼,신규 매장 소개: 송훈 대표의 ‘필리스 커피’,바리스타들의 선생님 송훈 대표의 필리스 커피가 창업 1주년이 되었다.  다양한 프로그램과 교육 등으로  개업과 동시에 전국의 수많은 바리스타들이 반드시 방문하는 매장으로 자리 잡았다.
192,magazine/192.jpg,공지사항,<서울의맛집 2021> 독자 서평단 모집,블루리본서베이가 <서울의 맛집 2021> 출간 기념 독자 서평단을 모집합니다.
188,magazine/188.jpg,레스토랑 & 카페,2021년 서울의 주목할 만한 새 맛집 – 2편: 디저트 카페와 커피전문점,지난 1년간 오픈과 동시에 화제가 되었던  디저트 카페와 커피전문점을 소개합니다!​
191,magazine/191.jpg,블루리본아카데미,카페. 생존하려면. <2020 한국 스페셜티 커피 전문가 세미나 제7회>,"10월 29일,  <2020 한국 스페셜티 커피 전문가 세미나> 마지막 강연이  진행되었습니다. “스페셜티 커피, 비즈니스로 성공하기”의 일곱  번째 시간은 이미커피로스터스 이림 대표의 “카페. 생존하려면.”에 대한 두 번째 이야기입니다."
189,magazine/189.jpg,뉴스,이유석 셰프의 홍천한우 쿠킹쇼,"10월 22일, 강원도 사회적경제지원센터에서 주최하는 팸투어가  진행되었다. 이번 행사는 춘천의 관광지 및 문화예술 체험과 홍천 한우 사랑말 및 스타셰프의 쿠킹쇼를 결합한 새로운 형태의 팸투어다."
187,magazine/187.jpg,레스토랑 & 카페,"2021년 서울의 주목할 만한 새 맛집 - 1편: 파인 다이닝, 고급 레스토랑","지난 1년간 독자들 사이에서 오픈과 동시에 큰 화제를 모았던, 2021년 서울의 주목할 만한 새 맛집을 세 차례에 걸쳐 소개합니다. 첫  번째 편은 주목할 만한 파인 다이닝, 고급 레스토랑입니다."
186,magazine/186.jpg,레스토랑 & 카페,독자가 뽑은 2021년 서울 최고의 맛집,블루리본서베이 판 <서울의 맛집 2021>이 출간되었습니다. 독자들이 직접 뽑은 2021년 서울 최고의 맛집 39곳을 지금 만나보세요!​
184,magazine/184.jpg,블루리본 소식,<블루리본서베이: 서울의 맛집 2021> 출간,최고의 권위를 인정받고 있는 맛집 평가서 <블루리본서베이: 서울의 맛집 2021> 가 출간되었다. 올해는 총 39개 맛집이 리본 세 개를 받아 서울 최고의 맛집으로 선정되었다.
185,magazine/185.jpg,블루리본아카데미,카페. 생존하려면. <2020 한국 스페셜티 커피 전문가 세미나 제6회>,"10월 22일 목요일,  <2020 한국 스페셜티 커피 전문가 세미나>가 진행되었습니다. “스페셜티 커피, 비즈니스로 성공하기”의 여섯  번째 시간은 이미로스터스 이림 대표의 “카페. 생존하려면.”에 대한 강연입니다."
183,magazine/183.jpg,블루리본아카데미,한국 스페셜티 커피의 현황 및 특징 <2020 한국 스페셜티 커피 전문가 세미나 제5회>,"10월15일 목요일, 블루리본아카데미에서 주최하는 <2020 한국 스페셜티 커피 전문가 세미나>가  진행되었습니다. “스페셜티 커피, 비즈니스로 성공하기”의 다섯 번째 강연은 심재범 커피 컬럼니스트의 “한국 스페셜티 커피의 현황 및 특징”이었습니다."
182,magazine/182.jpg,블루리본아카데미,"커피몽타주, 한국에서 스몰 로스터리로 살아남기 <2020 한국 스페셜티 커피 전문가 세미나 제4회>","지난 10월 8일 목요일,  <2020 한국 스페셜티 커피 전문가 세미나>가  진행되었습니다. “스페셜티 커피, 비즈니스로 성공하기”의 네 번째 시간은 커피몽타주 신재웅 대표의 ‘한국에서 스몰 로스터리로 살아남기’에 대한 강연입니다."
181,magazine/181.jpg,블루리본아카데미,"메쉬커피, 작은 카페의 스페셜티 커피 생존 대작전 <2020 한국 스페셜티 커피 전문가 세미나 제3회 >","9월 24일 목요일, 블루리본아카데미에서 주최하는 <2020 한국 스페셜티 커피 전문가 세미나>가 진행되었습니다. “스페셜티 커피, 비즈니스로 성공하기”의 세 번째 시간은 메쉬커피 김현섭, 김기훈 대표의 ‘작은 카페의 커피 생존 대작전” 이야기였습니다. ​"
180,magazine/180.jpg,블루리본아카데미,전주연 월드 바리스타 챔피언의 출전 노하우 <2020 한국 스페셜티 커피 전문가 세미나 제2회 >,"지난 9월 17일,  <2020 한국 스페셜티 커피 전문가 세미나>가 진행되었습니다.  “스페셜티 커피, 비즈니스로 성공하기”의 두 번째 주인공은 부산 모모스의 이사이자 국내 최초 월드 바리스타 챔피언인 전주연 바리스타입니다."
179,magazine/179.jpg,블루리본아카데미,<2020 한국 스페셜티 커피 전문가 세미나>  제1회 스페셜티 커피 비즈니스란 무엇인가?,"9월 10일, 블루리본아카데미에서 주최하는 <2020 한국 스페셜티 커피 전문가 세미나>가 블루리본 본사 얍라운지에서 진행되었습니다. 이번 세미나의 첫번째 주자는  커피리브레 서필훈 대표로, “커피 비즈니란 무엇인가”라는 내용으로 커피리브레의 사례를 들어 강의해 주셨습니다."
178,magazine/178.jpg,인플루언서 칼럼,"제주, 그리고 스페셜티 커피","제주, 제주는 여전히 아름답다. 하지만, 제주 관광지 카페의 상대적으로 비싼 가격과 열악한 커피 품질은 매번 아쉬움을 느끼게 했다. 그래서 이번에는 세계적인 관광지로 부족함이 없는 제주에서 손꼽히는 최고의 스페셜티 커피 매장들을 엄선하여 소개하려고 한다.  ​"
177,magazine/177.jpg,인플루언서 칼럼,커피리브레 x 김사홍 바리스타: 게스트 바리스타 협업,"2020년 7월, 한국 스페셜티 커피의 상징 커피리브레와 스타 바리스타의 원조 김사홍 바리스타가 총 3회에 걸친 게스트 바리스타 협업을 커피리브레 매장에서 진행하였다."
176,magazine/176.jpg,레스토랑 & 카페,"코로나시대의 다이닝  <한우를 프라이빗하게 코스로 즐기자, 한우 오마카세>","코로나 시대를 맞아 우리의 생활 패턴도 많이 달라졌으며, 외식 문화도 달라지고 있다. 사회적 거리를 두기 쉬운 넓고 오픈된 카페나 사람과의 접촉이 적은 프라이빗한 공간이 있는 레스토랑의 인기가 높아지면서 높은 가격에도 불구하고 소문난 한우 오마카세는 예약이 밀려 있는 상태다."
175,magazine/175.jpg,"공지사항,블루리본아카데미","<2020 한국 스페셜티 커피 전문가 세미나: 스페셜티 커피, 비즈니스로 성공하기>","미식 전문가 그룹 블루리본 서베이가 2020년 한국 최고의 커피 전문가들과 함께 스페셜티 커피 세미나를 준비했습니다. 한국을 대표하는 스페셜티 커피의 창업 스토리, 한국 최초 세계 챔피언의 치열한 분투기, 지역 커피 매장의 창업 과정, 스페셜티 커피 로스터리의 브랜딩, 커피 칼럼니스트의 평가 기준, 커피인들이 추천하는 창업 실무 세미나까지, 지금 한국 스페셜티 커피를 관통하는 주제를 엄선했습니다."
174,magazine/174.jpg,인플루언서 칼럼,신규  매장 소개 :  신창호 바리스타의 '디폴트 밸류' 오픈,"국가대표 중의 국가대표로 손꼽히는 신창호 바리스타의 디폴트 밸류가 오픈하였다. 매장의 위치는 연희동 104고지 정류장 앞. 외부와 내부가 흰색으로 마감되어 깔끔하고 정갈하다. 신창호 바리스타의 수상 능력을 통해서도 짐작할 수 있듯이 디폴트 밸류에서는 국내 최고 수준의 에스프레소와 응용음료 ( 아메리카노, 카페라테 ), 사이폰*을 동시에 맛 볼 수 있다."
173,magazine/173.jpg,블루리본 소식,블루리본 앱이 새로 출시되었습니다,"이번에 새로 출시된 앱은 기존 앱보다 한층 쉬우면서도 정교해진 검색 기능으로 원하는 맛집을 장소와 예산, 목적 등에 맞게 정확하게 찾을 수 있습니다. 언제 어디서든 블루리본을 클릭하시면 바로 컨셉에 맞는 맛집을 찾아드린답니다.  대한민국 최고의 맛집 가이드 블루리본과 함께 즐거운 미식 여행을 떠나보세요~"
172,magazine/172.jpg,인플루언서 칼럼,한국 스페셜티 커피 안내서 : 커피 몽타주 편,"2013년 성내동 주택가에서 시작한 커피몽타주가 올해로 7주년을 맞이했다. 커피 몽타주는 커피리브레, 모모스커피, 엘카페, 나무사이로커피와 같은 1세대 스페셜티 커피 업체들과 어깨를 나란히 하고 있을 뿐만 아니라 프릳츠, 펠트커피, 베르크로스터스와 같은 후발 업체들에게도 좋은 귀감이 되고 있다. 2020년 3월부터 브랜딩 이미지를 새롭게 리모델링 중이다."
171,magazine/171.jpg,뉴스,[현장스케치] Scook청담 초청 갈라디너  박효남 셰프 x 이종임 한식대가: “한식과 프렌치의 만남”,"6월 24일, Scook청담에서는 박효남 셰프와 이종임 한식대가의 컬래버레이션 갈라디너가 진행되었습니다. 이번 갈라디너는 프렌치의 대가 박효남 셰프와 한식의 대가 이종임 요리연구가가 한식과 프렌치의 컬래버레이션을 선보이는 자리였습니다."
170,magazine/170.jpg,뉴스,<Scook초청 컬래버레이션 갈라디너>   박효남셰프 x 이종임요리연구가:,"오는 6월 24일, 박효남 셰프와 이종임 요리연구가의 컬래버레이션 갈라디너가 Scook청담 초청으로 열립니다.이번 갈라디너는 한국을 대표하는 프렌치의 대가 박효남 셰프와 한식의 대가 이종임 요리연구가가 한식과 프렌치의 컬래버레이션을 선보이는 데 큰 의미가 있습니다. ‘한국 프렌치 요리’의 1세대라 불리는 박효남 셰프는 대통령 표창, 프랑스 공로훈장 메리뜨 아그리꼴(MERITE AGRICOLE) 수상 및 외국 체인호텔 한국인 최초로 총 주방장에 오르는 등 40년이 넘는 경력을 지닌 분입니다. 한식의 대가 이종임 요리연구가는 45년간 국내외에서 한식의 세계화와 인재 양성에 힘써 왔으며, 김대중대통령 노벨평화상 수상 축하음악회의 만찬 준비위원장을 맡기도 했습니다. 현재는 EBS <최고의 요리비결> 및 MBN <알토란> 출연 등 활발한 활동을 하고 있습니다.. 이번 갈라디너는 아뮈즈 – 전채와 수프 – 생선요리 – 고기요리 – 치즈 – 디저트로 이어지는 9코스로 진행되며, 와인 및 전통주 페어링도 곁들여질 예정입니다.Scook청담 초청 컬래버레이션 갈라디너에 특별한 12분을 모십니다. (코로나19로 더 많은 분을 모시지 못해 죄송합니다.)날짜 및 시간: 2020년 6월 24 수요일 오후 6시 (루프탑에서 아뮈즈와 스파클링와인과 함께 담소를 나누다가 다이닝룸으로 옮겨 식사가 시작됩니다.)장소: Scook청담 - 서울시 강남구 도산대로 61길 27 (청담동) 수도빌딩 6층가격: 1인 20만원 (와인 및 전통주 페어링 포함)예약방법: 인스타그램, 페이스북 계정@scookcheongdam 또는 카카오톡(ID: bopark81)에 메시지를 남겨주시거나 전화 (02)555-2884로 연락주세요."
